user_id,block_number,trial_number,classification_decision,stimulus_seen,dss_judgment,decision_time,correct_classification
4,2,7,noise,-2.38,noise,105.020905,noise
4,2,8,noise,-1.48,noise,1.103263,noise
4,2,9,noise,-0.61,noise,0.890107,noise
4,2,10,noise,-0.1,signal,1.409842,signal
4,3,1,noise,-1.84,noise,7.2681,noise
4,3,2,signal,1.43,signal,1.306126,signal
4,3,3,noise,1.87,signal,0.932485,signal
4,3,4,signal,-1.82,noise,1.979575,noise
4,3,5,noise,-0.96,noise,0.847455,noise
4,3,6,noise,-0.18,noise,215.774727,noise
4,3,7,noise,-0.35,signal,1.458769,signal
4,3,8,noise,-0.18,signal,1.382066,signal
4,3,9,signal,-1.56,noise,0.798893,noise
4,3,10,noise,-0.4,noise,0.849111,noise
4,3,11,signal,-0.95,noise,1.298917,noise
4,3,12,noise,2.1,noise,0.874701,signal
4,3,13,noise,-0.36,noise,1.702708,noise
4,3,14,signal,0.97,signal,1.44892,signal
4,3,15,noise,0.32,signal,1.148455,signal
4,3,16,noise,-0.53,noise,2.110402,noise
4,3,17,noise,-2.38,noise,1.489775,noise
4,3,18,noise,-1.48,noise,1.324051,noise
4,3,19,noise,-0.61,noise,2.985774,noise
4,3,20,noise,-0.1,signal,1.623286,signal
4,3,21,signal,0.36,signal,1.847897,signal
4,3,22,noise,-0.8,noise,17.112517,noise
4,3,23,noise,-0.42,noise,1.046795,noise
4,3,24,noise,-0.55,noise,1.920894,noise
4,3,25,noise,-0.97,noise,0.975522,noise
4,3,26,signal,1.41,noise,1.415752,noise
4,3,27,noise,-1.53,noise,1.316411,noise
4,3,28,noise,-0.62,signal,1.469024,signal
4,3,29,noise,-0.68,noise,1.180881,noise
4,3,30,noise,-1.27,noise,1.398848,noise
4,3,31,noise,-0.93,noise,1.389304,noise
4,3,32,noise,-2.07,noise,1.148583,noise
4,3,33,noise,-0.44,noise,1.215171,noise
4,3,34,noise,-0.85,noise,1.252069,noise
4,3,35,noise,0.09,noise,1.1651,noise
4,3,36,signal,0.34,signal,1.514567,signal
4,3,37,signal,1.37,noise,1.540914,signal
4,3,38,signal,1.71,signal,1.42353,signal
4,3,39,signal,0.87,signal,1.606506,signal
4,3,40,noise,-0.49,noise,1.50122,noise
4,3,41,noise,-1.64,noise,1.521179,noise
4,3,42,noise,-0.91,noise,3.602278,noise
4,3,43,noise,-0.13,signal,1.500794,noise
4,3,44,signal,0.89,signal,1.447073,signal
4,3,45,noise,-1.29,signal,1.049265,noise
4,3,46,signal,1.27,signal,1.060541,signal
4,3,47,noise,-0.01,noise,1.047752,noise
4,3,48,noise,-0.31,noise,1.43264,noise
4,3,49,noise,-2.37,noise,1.264774,noise
4,3,50,noise,-0.01,signal,19.450185,noise
4,3,51,noise,-0.59,signal,52.827868,signal
4,3,52,noise,-1.79,noise,1.263109,noise
4,3,53,signal,-0.18,noise,1.142801,noise
4,3,54,noise,-0.82,noise,0.94182,noise
4,3,55,noise,0.59,signal,1.714361,signal
4,3,56,noise,-1.01,noise,0.836314,noise
4,3,57,noise,-3.19,noise,0.76608,noise
4,3,58,noise,-0.35,noise,2.499654,noise
4,3,59,signal,1.83,signal,1.483705,signal
4,3,60,noise,-0.18,noise,0.802905,signal
4,3,61,signal,0.69,noise,1.197911,signal
4,3,62,signal,1.66,noise,1.379805,noise
4,3,63,signal,1.06,noise,1.373701,noise
4,3,64,noise,-1.08,noise,1.248804,noise
4,3,65,noise,-1.72,noise,1.254136,noise
4,3,66,noise,-0.36,noise,1.342615,noise
4,3,67,noise,3.49,signal,1.028201,signal
4,3,68,noise,-0.34,noise,2.182191,noise
4,3,69,noise,-0.39,signal,2.613054,noise
4,3,70,signal,1.77,signal,1.516431,signal
4,3,71,signal,1.18,noise,1.835816,signal
4,3,72,signal,0.65,signal,1.517959,signal
4,3,73,signal,2.0,signal,1.542217,signal
4,3,74,signal,1.33,signal,1.520806,signal
4,3,75,noise,-1.22,noise,2.765683,noise
4,3,76,signal,2.1,signal,1.425843,signal
4,3,77,noise,-1.25,noise,1.168932,noise
4,3,78,noise,-3.04,noise,1.214745,noise
4,3,79,signal,0.16,signal,1.407199,signal
4,3,80,signal,0.2,noise,1.438273,noise
4,3,81,noise,-0.59,noise,2.112609,signal
4,3,82,noise,1.34,noise,1.477005,noise
4,3,83,signal,1.16,signal,1.882661,signal
4,3,84,signal,1.87,signal,2.504912,signal
4,3,85,signal,-1.36,signal,1.383164,noise
4,3,86,noise,-0.55,noise,1.630482,noise
4,3,87,noise,-1.91,noise,1.167437,noise
4,3,88,noise,-1.68,noise,1.189812,noise
4,3,89,noise,0.24,noise,1.105173,noise
4,3,90,noise,-1.26,noise,1.12546,signal
4,3,91,noise,0.44,noise,1.188561,signal
4,3,92,noise,-2.01,noise,1.234957,noise
4,3,93,noise,-1.44,noise,1.43283,noise
4,3,94,noise,0.07,signal,1.23341,signal
4,3,95,noise,-2.06,noise,1.519178,noise
4,3,96,noise,-0.69,noise,157.775027,noise
4,3,97,signal,0.78,signal,32.153578,signal
4,3,98,signal,1.77,signal,46.125326,signal
4,3,99,noise,0.03,signal,17.200335,noise
4,3,100,noise,-0.07,noise,2.523933,signal
6,1,1,noise,1.27,noise,2.395066,signal
6,1,2,noise,0.84,signal,1.387752,signal
6,1,3,noise,-2.69,noise,1.333139,noise
6,1,4,noise,-0.78,noise,1.091589,noise
6,1,5,signal,0.82,signal,1.218969,signal
6,1,6,noise,1.24,signal,0.999963,signal
6,1,7,signal,2.05,signal,1.166377,signal
6,1,8,signal,2.44,noise,1.134936,signal
6,1,9,signal,0.76,signal,1.118583,signal
6,1,10,noise,-0.73,noise,1.434717,noise
6,2,1,noise,-0.87,noise,1.961607,noise
6,2,2,signal,0.34,noise,1.891785,noise
6,2,3,signal,0.74,signal,1.482972,signal
6,2,4,signal,0.98,signal,1.730998,signal
6,2,5,noise,-0.82,noise,1.240542,signal
6,2,6,noise,-0.43,noise,1.29378,noise
6,2,7,signal,0.52,signal,1.448905,signal
6,2,8,signal,1.07,signal,1.47584,signal
6,2,9,signal,0.71,signal,1.604305,signal
6,2,10,noise,-2.26,noise,1.084801,noise
6,3,1,noise,-1.82,noise,18.787822,noise
6,3,2,noise,-2.14,noise,1.583557,noise
6,3,3,noise,0.38,noise,1.076359,noise
6,3,4,noise,-1.52,noise,0.876296,noise
6,3,5,noise,-0.9,noise,0.876968,noise
6,3,6,noise,-0.27,noise,0.852419,noise
6,3,7,noise,-0.75,noise,0.843588,noise
6,3,8,noise,-2.45,noise,0.920275,noise
6,3,9,noise,0.38,noise,0.820793,signal
6,3,10,noise,-0.43,noise,14.570766,noise
6,3,11,noise,0.75,noise,1.082256,signal
6,3,12,noise,0.64,noise,1.407452,signal
6,3,13,noise,-0.39,noise,1.593694,noise
6,3,14,noise,1.15,noise,1.153535,signal
6,3,15,noise,-2.34,noise,1.606507,noise
6,3,16,noise,-2.37,noise,1.220966,noise
6,3,17,noise,-1.91,noise,0.948351,noise
6,3,18,noise,0.27,noise,1.004584,signal
6,3,19,noise,-0.01,noise,1.86544,noise
6,3,20,signal,-2.26,noise,1.098226,noise
6,3,21,signal,0.22,noise,1.883929,noise
6,3,22,signal,0.17,noise,1.923437,noise
6,3,23,noise,-1.69,noise,1.335732,noise
6,3,24,noise,-0.38,noise,1.189285,noise
6,3,25,noise,-0.83,noise,1.1505,noise
6,3,26,noise,-2.07,noise,1.356713,noise
6,3,27,noise,-2.09,noise,1.069807,noise
6,3,28,noise,-0.96,noise,1.039051,noise
6,3,29,noise,-1.85,noise,1.052992,noise
6,3,30,noise,2.23,signal,0.962281,signal
6,3,31,noise,3.14,noise,1.762312,signal
6,3,32,noise,1.43,noise,1.347901,signal
6,3,33,noise,-0.6,noise,151.68241,noise
6,3,34,noise,-0.92,noise,1.461418,noise
6,3,35,noise,-2.8,noise,1.352054,noise
6,3,36,signal,1.42,noise,1.561786,signal
6,3,37,noise,-2.12,noise,1.491015,noise
6,3,38,noise,-0.9,noise,1.369831,signal
6,3,39,signal,2.38,noise,2.28789,signal
6,3,40,signal,1.8,noise,1.7672,signal
6,3,41,noise,-0.58,noise,8.250346,noise
6,3,42,noise,-1.37,noise,1.016121,noise
7,1,1,noise,6.81,noise,2.158944,signal
7,1,2,noise,7.07,noise,0.989349,noise
7,1,3,noise,5.87,noise,0.962087,noise
7,1,4,noise,4.69,noise,0.98467,noise
7,1,5,noise,5.62,noise,0.952315,noise
7,1,6,noise,6.43,noise,1.017459,noise
7,1,7,noise,4.53,noise,1.260122,noise
7,1,8,noise,5.87,noise,1.043492,noise
7,1,9,noise,7.63,noise,1.161645,signal
7,1,10,noise,5.9,noise,1.762807,noise
7,2,1,noise,4.69,noise,1.834964,noise
7,2,2,noise,4.81,noise,0.833219,noise
7,2,3,noise,6.4,noise,1.420051,signal
7,2,4,noise,5.6,noise,1.349198,noise
7,2,5,noise,6.48,signal,0.873951,signal
7,2,6,noise,7.46,signal,1.303777,signal
7,2,7,noise,5.76,noise,1.063546,noise
7,2,8,noise,6.53,noise,1.000043,signal
7,2,9,noise,6.02,signal,1.801351,noise
7,2,10,noise,7.71,noise,0.99507,signal
7,3,1,noise,6.57,noise,18.652014,noise
7,3,2,noise,6.04,noise,4.019481,noise
8,1,1,signal,6.27,signal,0.006943,signal
8,1,2,signal,5.82,noise,0.001936,noise
8,1,3,signal,6.46,noise,0.00182,signal
8,1,4,signal,6.94,signal,0.001962,signal
8,1,5,signal,5.66,noise,0.001554,noise
8,1,6,signal,4.63,noise,0.00181,noise
8,1,7,signal,4.34,noise,0.00163,noise
8,1,8,signal,7.12,signal,0.001815,signal
8,1,9,signal,4.43,noise,0.001538,noise
8,1,10,signal,8.01,noise,0.001668,noise
