user_id,details,timestamp
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:03.743923
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:05.137490
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:05.701980
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:07.085203
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:07.799856
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:09.547987
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:11.244014
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:11.508015
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:15.142593
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:15.957180
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:17.637245
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:17.843812
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:19.960050
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:19.974851
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:22.034431
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:22.788265
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:24.274392
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:25.855719
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:26.287792
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:27.686065
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:29.736579
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:29.991141
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:31.517385
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:32.123499
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:33.180844
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:34.734205
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:35.282111
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:36.665812
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:37.952271
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:38.706890
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:40.262420
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:42.064760
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:44.106633
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:44.448982
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:46.290892
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:47.178229
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:49.090188
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:49.406189
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:51.085060
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:51.549036
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:54.250213
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:54.265619
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:56.043193
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:56.629281
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:58.558152
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:16:58.821351
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:00.578698
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:01.148561
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:02.788860
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:02.995783
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:04.541460
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:04.689838
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:05.035470
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:06.332253
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:07.024169
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:07.595793
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:08.404146
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:09.393820
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:10.460423
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:10.479205
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:12.160489
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:13.392740
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:13.625330
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:14.261380
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:16.973104
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:17.246167
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:18.351834
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:18.928685
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:20.735836
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:20.753789
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:21.002321
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:23.066799
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:23.267809
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:23.438782
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:25.659810
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:25.738058
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:28.144400
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:28.431615
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:30.213440
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:30.686597
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:32.394239
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:34.507798
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:35.005165
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:36.616524
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:37.221782
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:38.633798
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:39.182924
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:41.081436
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:41.523227
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:43.415638
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:43.557154
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:44.202859
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:45.045748
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:46.106206
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:48.256356
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:48.578344
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:48.592392
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:51.022612
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:51.348993
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:52.418716
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:52.985293
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:53.952087
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:54.081797
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:55.851411
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:55.866779
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:56.577926
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:57.373640
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:58.482751
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:58.973129
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:17:59.831276
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:00.962706
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:01.365254
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:03.005812
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:03.555809
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:06.195822
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:06.690539
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:08.982709
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:09.553847
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:10.665327
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:12.638012
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:14.568169
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:14.670087
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:16.673066
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:17.429069
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:18.567183
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:20.666581
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:22.794826
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:25.199340
78,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:25.947171
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:26.859278
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:28.794958
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:30.901233
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:33.019050
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:35.022093
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:36.360875
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:36.975321
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:39.849220
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:40.255035
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:42.405343
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:43.640318
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:44.416437
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:46.398313
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:46.802814
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:48.124920
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:49.388539
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:49.419857
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:50.146005
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:51.216131
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:52.202841
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:52.411680
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:55.415925
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:55.883268
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:58.099506
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:18:59.055139
67,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:00.582578
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:01.533734
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:01.550428
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:03.953335
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:03.967047
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:06.044975
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:06.834484
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:07.713103
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:09.257147
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:09.341440
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:11.062814
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:12.459875
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:12.971855
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:14.786803
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:15.522793
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:16.771123
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:18.455812
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:18.997094
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:21.127197
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:21.436249
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:23.151276
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:23.388720
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:25.510470
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:25.982756
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:27.637273
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:28.138203
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:29.830012
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:30.050522
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:31.553474
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:32.131838
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:33.457553
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:34.060506
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:35.439979
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:35.978095
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:37.888488
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:38.783940
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:40.052349
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:40.877865
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:41.866194
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:42.592452
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:43.602103
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:44.684794
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:46.042734
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:47.580928
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:47.894374
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:49.572931
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:50.784801
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:51.463402
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:53.987731
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:54.254032
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:56.908620
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:56.971342
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:58.994797
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:19:59.222346
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:01.357101
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:01.525842
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:03.667843
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:06.535117
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:06.551766
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:09.556927
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:09.662293
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:10.752863
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:11.984948
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:12.856786
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:13.885114
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:15.430213
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:15.528093
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:16.799776
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:17.805053
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:18.564864
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:21.481209
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:21.545485
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:23.302798
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:23.333778
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:25.848774
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:26.014286
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:27.539671
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:28.208128
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:28.800776
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:30.242766
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:31.351844
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:32.004259
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:33.333844
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:34.388993
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:35.282833
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:36.759456
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:36.981796
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:39.485778
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:41.108517
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:41.173864
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:43.486191
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:44.090782
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:44.610232
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:46.107475
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:46.369780
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:47.785836
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:48.871841
70,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:49.411213
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:52.286263
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:54.455763
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:56.714041
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:20:58.059776
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:00.464742
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:02.712944
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:06.002981
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:06.860506
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:09.866797
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:11.851282
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:14.147794
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:16.655780
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:19.612236
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:22.024833
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:24.462892
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:27.762451
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:30.612351
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:34.233000
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:36.944818
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:39.468869
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:41.124436
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:43.299855
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:45.492095
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:48.556635
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:50.397822
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:52.684453
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:54.610775
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:21:57.634462
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:00.601929
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:01.909503
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:03.962518
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:06.953119
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:09.044300
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:10.909602
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:13.797720
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:16.198924
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:18.357439
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:20.337974
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:21.934467
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:23.152337
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:24.297981
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:27.292047
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:29.921940
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:33.848254
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:35.647431
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:37.718180
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:39.412200
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:42.222320
76,"{""trial"":0,""method"":""window_size""}",2025-12-08T18:22:45.621789
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:12.619856
91,"{""trial"":0,""method"":""window_size""}",2025-12-08T19:16:20.526950
